main_cat,sec_cat,raw_cat,isic_embed,isic_descr,dose,match_score
public_service_and_government,civic_center,civic_center,82,"Office administrative, office support and other business support activities",services,0.290590763092041
public_service_and_government,community_center,community_center,55,Accommodation,services,0.28673481941223145
public_service_and_government,courthouse,courthouse,69,Legal and accounting activities,services,0.2368839681148529
public_service_and_government,department_of_motor_vehicles,department_of_motor_vehicles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.271843820810318
public_service_and_government,department_of_social_service,department_of_social_service,84,Public administration and defence; compulsory social security,services,0.4172423183917999
public_service_and_government,embassy,embassy,99,Activities of extraterritorial organizations and bodies,services,0.25962740182876587
public_service_and_government,family_service_center,family_service_center,81,Services to buildings and landscape activities,services,0.3918510675430298
public_service_and_government,federal_government_offices,federal_government_offices,82,"Office administrative, office support and other business support activities",services,0.41371822357177734
public_service_and_government,fire_department,fire_department,80,Security and investigation activities,services,0.28979915380477905
public_service_and_government,immigration_and_naturalization,immigration_and_naturalization,84,Public administration and defence; compulsory social security,services,0.1990768015384674
public_service_and_government,library,library,91,"Libraries, archives, museums and other cultural activities",services,0.4067102074623108
public_service_and_government,local_and_state_government_offices,local_and_state_government_offices,82,"Office administrative, office support and other business support activities",services,0.39153724908828735
public_service_and_government,low_income_housing,low_income_housing,55,Accommodation,services,0.33133333921432495
public_service_and_government,national_security_services,national_security_services,80,Security and investigation activities,services,0.545479416847229
public_service_and_government,office_of_vital_records,office_of_vital_records,82,"Office administrative, office support and other business support activities",services,0.33455130457878113
public_service_and_government,pension,pension,65,"Insurance, reinsurance and pension funding, except compulsory social security",services,0.4834972321987152
public_service_and_government,police_department,police_department,80,Security and investigation activities,services,0.2922123670578003
public_service_and_government,political_party_office,political_party_office,82,"Office administrative, office support and other business support activities",services,0.2932116389274597
public_service_and_government,railway_service,railway_service,49,Land transport and transport via pipelines,services,0.42233777046203613
public_service_and_government,registry_office,registry_office,82,"Office administrative, office support and other business support activities",services,0.41203171014785767
public_service_and_government,retirement_home,retirement_home,55,Accommodation,services,0.32443708181381226
public_service_and_government,scout_hall,scout_hall,55,Accommodation,services,0.2522844076156616
public_service_and_government,tax_office,tax_office,69,Legal and accounting activities,services,0.35354065895080566
public_service_and_government,town_hall,town_hall,55,Accommodation,services,0.27434876561164856
public_service_and_government,unemployment_office,unemployment_office,78,Employment activities,services,0.3824918866157532
public_service_and_government,weather_station,weather_station,60,Programming and broadcasting activities,services,0.25147929787635803
religious_organization,religious_organization,religious_organization,94,Activities of membership organizations,services,0.37172287702560425
religious_organization,church_cathedral,church_cathedral,41,Construction of buildings,manufacturing,0.19565844535827637
religious_organization,mission,mission,79,"Travel agency, tour operator, reservation service and related activities",services,0.24084722995758057
religious_organization,buddhist_temple,buddhist_temple,71,Architectural and engineering activities; technical testing and analysis,services,0.1829948127269745
religious_organization,convents_and_monasteries,convents_and_monasteries,88,Social work activities without accommodation,services,0.23633359372615814
religious_organization,hindu_temple,hindu_temple,71,Architectural and engineering activities; technical testing and analysis,services,0.29282069206237793
religious_organization,mosque,mosque,41,Construction of buildings,manufacturing,0.2021881639957428
religious_organization,religious_destination,religious_destination,79,"Travel agency, tour operator, reservation service and related activities",services,0.3070452809333801
religious_organization,shinto_shrines,shinto_shrines,91,"Libraries, archives, museums and other cultural activities",services,0.23885026574134827
religious_organization,sikh_temple,sikh_temple,71,Architectural and engineering activities; technical testing and analysis,services,0.19253100454807281
religious_organization,synagogue,synagogue,94,Activities of membership organizations,services,0.18802163004875183
religious_organization,temple,temple,91,"Libraries, archives, museums and other cultural activities",services,0.19812260568141937
real_estate,real_estate,real_estate,68,Real estate activities,services,0.48129963874816895
real_estate,real_estate_investment,real_estate_investment,68,Real estate activities,services,0.4014381170272827
real_estate,builders,builders,41,Construction of buildings,manufacturing,0.5518114566802979
real_estate,apartments,apartments,55,Accommodation,services,0.4217071831226349
real_estate,art_space_rental,art_space_rental,77,Rental and leasing activities,services,0.3714282810688019
real_estate,commercial_real_estate,commercial_real_estate,68,Real estate activities,services,0.42353877425193787
real_estate,condominium,condominium,55,Accommodation,services,0.35384470224380493
real_estate,display_home_center,display_home_center,81,Services to buildings and landscape activities,services,0.2440926879644394
real_estate,estate_liquidation,estate_liquidation,66,Activities auxiliary to financial service and insurance activities,services,0.294233113527298
real_estate,holiday_park,holiday_park,55,Accommodation,services,0.40278103947639465
real_estate,home_staging,home_staging,55,Accommodation,services,0.3346911668777466
real_estate,homeowner_association,homeowner_association,97,Activities of households as employers of domestic personnel,services,0.3286585211753845
real_estate,housing_cooperative,housing_cooperative,55,Accommodation,services,0.339548796415329
real_estate,kitchen_incubator,kitchen_incubator,36,"Water collection, treatment and supply",manufacturing,0.1585354506969452
real_estate,mobile_home_dealer,mobile_home_dealer,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.2905258536338806
real_estate,mobile_home_park,mobile_home_park,55,Accommodation,services,0.4006626009941101
real_estate,mortgage_broker,mortgage_broker,66,Activities auxiliary to financial service and insurance activities,services,0.26338911056518555
real_estate,property_management,property_management,68,Real estate activities,services,0.3954838514328003
real_estate,shared_office_space,shared_office_space,82,"Office administrative, office support and other business support activities",services,0.35172197222709656
real_estate,university_housing,university_housing,55,Accommodation,services,0.27825993299484253
real_estate,real_estate_agent,real_estate_agent,68,Real estate activities,services,0.3200978934764862
real_estate,real_estate_service,real_estate_service,81,Services to buildings and landscape activities,services,0.437418133020401
travel,travel,travel,51,Air transport,services,0.4507192373275757
travel,airport,airport,51,Air transport,services,0.41356557607650757
travel,travel_services,travel_services,79,"Travel agency, tour operator, reservation service and related activities",services,0.6443421840667725
travel,road_structures_and_services,road_structures_and_services,81,Services to buildings and landscape activities,services,0.46087783575057983
travel,tours,tours,79,"Travel agency, tour operator, reservation service and related activities",services,0.5313481092453003
travel,transportation,transportation,51,Air transport,services,0.6196203231811523
travel,agriturismo,agriturismo,36,"Water collection, treatment and supply",manufacturing,0.19556134939193726
travel,airline_ticket_agency,airline_ticket_agency,79,"Travel agency, tour operator, reservation service and related activities",services,0.4013754427433014
travel,bus_ticket_agency,bus_ticket_agency,79,"Travel agency, tour operator, reservation service and related activities",services,0.43250101804733276
travel,rental_service,rental_service,77,Rental and leasing activities,services,0.44790220260620117
travel,country_house,country_house,55,Accommodation,services,0.22360149025917053
travel,houseboat,houseboat,03,Fishing and aquaculture,agriculture,0.2232590913772583
travel,railway_ticket_agent,railway_ticket_agent,79,"Travel agency, tour operator, reservation service and related activities",services,0.33324217796325684
travel,rest_stop,rest_stop,86,Human health activities,services,0.1515318602323532
travel,ryokan,ryokan,36,"Water collection, treatment and supply",manufacturing,0.10691197216510773
travel,self_catering_accommodation,self_catering_accommodation,55,Accommodation,services,0.4835587739944458
travel,ski_resort,ski_resort,79,"Travel agency, tour operator, reservation service and related activities",services,0.30326563119888306
travel,vacation_rental_agents,vacation_rental_agents,79,"Travel agency, tour operator, reservation service and related activities",services,0.36295104026794434
mass_media,mass_media,mass_media,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.3789330720901489
mass_media,print_media,print_media,18,Printing and reproduction of recorded media,manufacturing,0.6255196928977966
mass_media,media_critic,media_critic,73,Advertising and market research,services,0.36533576250076294
mass_media,media_news_company,media_news_company,58,Publishing activities,services,0.3353857398033142
mass_media,media_news_website,media_news_website,58,Publishing activities,services,0.3232760429382324
mass_media,media_restoration_service,media_restoration_service,18,Printing and reproduction of recorded media,manufacturing,0.3597254157066345
mass_media,treatrical_productions,treatrical_productions,90,"Creative, arts and entertainment activities",services,0.20765110850334167
home_service,home_service,home_service,96,Other personal service activities,services,0.4239123463630676
home_service,ceiling_and_roofing_repair_and_service,ceiling_and_roofing_repair_and_service,81,Services to buildings and landscape activities,services,0.40749746561050415
home_service,chimney_service,chimney_service,81,Services to buildings and landscape activities,services,0.3283160328865051
home_service,contractor,contractor,41,Construction of buildings,manufacturing,0.28427013754844666
home_service,damage_restoration,damage_restoration,95,Repair of computers and personal and household goods,services,0.3843560814857483
home_service,artificial_turf,artificial_turf,20,Manufacture of chemicals and chemical products,manufacturing,0.18904799222946167
home_service,bathroom_remodeling,bathroom_remodeling,39,Remediation activities and other waste management services,manufacturing,0.3355672359466553
home_service,bathtub_and_sink_repairs,bathtub_and_sink_repairs,95,Repair of computers and personal and household goods,services,0.29157090187072754
home_service,cabinet_sales_service,cabinet_sales_service,82,"Office administrative, office support and other business support activities",services,0.32624757289886475
home_service,carpenter,carpenter,31,Manufacture of furniture,manufacturing,0.26988139748573303
home_service,carpet_cleaning,carpet_cleaning,96,Other personal service activities,services,0.3159325420856476
home_service,carpet_installation,carpet_installation,31,Manufacture of furniture,manufacturing,0.1968175321817398
home_service,childproofing,childproofing,80,Security and investigation activities,services,0.1669054627418518
home_service,closet_remodeling,closet_remodeling,39,Remediation activities and other waste management services,manufacturing,0.2970693111419678
home_service,countertop_installation,countertop_installation,71,Architectural and engineering activities; technical testing and analysis,services,0.13624656200408936
home_service,deck_and_railing_sales_service,deck_and_railing_sales_service,52,Warehousing and support activities for transportation,services,0.3479307293891907
home_service,demolition_service,demolition_service,39,Remediation activities and other waste management services,manufacturing,0.48327478766441345
home_service,door_sales_service,door_sales_service,96,Other personal service activities,services,0.2954973578453064
home_service,drywall_services,drywall_services,81,Services to buildings and landscape activities,services,0.3472632169723511
home_service,electrician,electrician,74,"Other professional, scientific and technical activities",services,0.37205201387405396
home_service,excavation_service,excavation_service,09,Mining support service activities,manufacturing,0.48242080211639404
home_service,exterior_design,exterior_design,41,Construction of buildings,manufacturing,0.2974776029586792
home_service,fence_and_gate_sales_service,fence_and_gate_sales_service,81,Services to buildings and landscape activities,services,0.31016990542411804
home_service,fire_protection_service,fire_protection_service,80,Security and investigation activities,services,0.381919264793396
home_service,fireplace_service,fireplace_service,96,Other personal service activities,services,0.30536842346191406
home_service,firewood,firewood,02,Forestry and logging,agriculture,0.3656175136566162
home_service,foundation_repair,foundation_repair,95,Repair of computers and personal and household goods,services,0.26356446743011475
home_service,furniture_assembly,furniture_assembly,31,Manufacture of furniture,manufacturing,0.6192777752876282
home_service,garage_door_service,garage_door_service,96,Other personal service activities,services,0.2792041599750519
home_service,glass_and_mirror_sales_service,glass_and_mirror_sales_service,18,Printing and reproduction of recorded media,manufacturing,0.28169065713882446
home_service,grout_service,grout_service,81,Services to buildings and landscape activities,services,0.3112456798553467
home_service,gutter_service,gutter_service,37,Sewerage,manufacturing,0.24560445547103882
home_service,handyman,handyman,97,Activities of households as employers of domestic personnel,services,0.18851378560066223
home_service,holiday_decorating,holiday_decorating,96,Other personal service activities,services,0.3190341889858246
home_service,home_automation,home_automation,97,Activities of households as employers of domestic personnel,services,0.2808433473110199
home_service,home_cleaning,home_cleaning,96,Other personal service activities,services,0.465491384267807
home_service,home_energy_auditor,home_energy_auditor,97,Activities of households as employers of domestic personnel,services,0.2600487470626831
home_service,home_inspector,home_inspector,97,Activities of households as employers of domestic personnel,services,0.3420330286026001
home_service,home_network_installation,home_network_installation,97,Activities of households as employers of domestic personnel,services,0.1433560848236084
home_service,home_security,home_security,80,Security and investigation activities,services,0.4447460174560547
home_service,home_window_tinting,home_window_tinting,23,Manufacture of other non-metallic mineral products,manufacturing,0.11829888075590134
home_service,house_sitting,house_sitting,97,Activities of households as employers of domestic personnel,services,0.34505537152290344
home_service,hvac_services,hvac_services,81,Services to buildings and landscape activities,services,0.4414082169532776
home_service,insulation_installation,insulation_installation,41,Construction of buildings,manufacturing,0.18972627818584442
home_service,interior_design,interior_design,74,"Other professional, scientific and technical activities",services,0.32730430364608765
home_service,irrigation,irrigation,36,"Water collection, treatment and supply",manufacturing,0.46390867233276367
home_service,key_and_locksmith,key_and_locksmith,77,Rental and leasing activities,services,0.17171108722686768
home_service,kitchen_remodeling,kitchen_remodeling,39,Remediation activities and other waste management services,manufacturing,0.2883372902870178
home_service,lighting_fixtures_and_equipment,lighting_fixtures_and_equipment,27,Manufacture of electrical equipment,manufacturing,0.4260576367378235
home_service,masonry_concrete,masonry_concrete,41,Construction of buildings,manufacturing,0.3301902711391449
home_service,mobile_home_repair,mobile_home_repair,95,Repair of computers and personal and household goods,services,0.42513155937194824
home_service,movers,movers,51,Air transport,services,0.21558690071105957
home_service,packing_services,packing_services,52,Warehousing and support activities for transportation,services,0.42349040508270264
home_service,painting,painting,18,Printing and reproduction of recorded media,manufacturing,0.2550317049026489
home_service,patio_covers,patio_covers,81,Services to buildings and landscape activities,services,0.2498302310705185
home_service,plasterer,plasterer,23,Manufacture of other non-metallic mineral products,manufacturing,0.232779860496521
home_service,pool_and_hot_tub_services,pool_and_hot_tub_services,81,Services to buildings and landscape activities,services,0.4257528781890869
home_service,pool_cleaning,pool_cleaning,81,Services to buildings and landscape activities,services,0.2956066131591797
home_service,pressure_washing,pressure_washing,37,Sewerage,manufacturing,0.1900140941143036
home_service,refinishing_services,refinishing_services,39,Remediation activities and other waste management services,manufacturing,0.47987493872642517
home_service,security_systems,security_systems,80,Security and investigation activities,services,0.5718340873718262
home_service,shades_and_blinds,shades_and_blinds,81,Services to buildings and landscape activities,services,0.17320850491523743
home_service,shutters,shutters,18,Printing and reproduction of recorded media,manufacturing,0.28984642028808594
home_service,siding,siding,81,Services to buildings and landscape activities,services,0.2248188853263855
home_service,solar_installation,solar_installation,09,Mining support service activities,manufacturing,0.16910699009895325
home_service,solar_panel_cleaning,solar_panel_cleaning,81,Services to buildings and landscape activities,services,0.25829899311065674
home_service,structural_engineer,structural_engineer,71,Architectural and engineering activities; technical testing and analysis,services,0.40290403366088867
home_service,stucco_services,stucco_services,81,Services to buildings and landscape activities,services,0.43441474437713623
home_service,television_service_providers,television_service_providers,60,Programming and broadcasting activities,services,0.38769176602363586
home_service,tiling,tiling,13,Manufacture of textiles,manufacturing,0.19321264326572418
home_service,wallpaper_installers,wallpaper_installers,41,Construction of buildings,manufacturing,0.15446831285953522
home_service,washer_and_dryer_repair_service,washer_and_dryer_repair_service,95,Repair of computers and personal and household goods,services,0.3781862258911133
home_service,water_heater_installation_repair,water_heater_installation_repair,33,Repair and installation of machinery and equipment,manufacturing,0.26164984703063965
home_service,water_purification_services,water_purification_services,36,"Water collection, treatment and supply",manufacturing,0.5371608734130859
home_service,waterproofing,waterproofing,36,"Water collection, treatment and supply",manufacturing,0.24603945016860962
home_service,window_washing,window_washing,96,Other personal service activities,services,0.22389328479766846
home_service,landscaping,landscaping,81,Services to buildings and landscape activities,services,0.48137974739074707
home_service,plumbing,plumbing,37,Sewerage,manufacturing,0.5314804315567017
home_service,windows_installation,windows_installation,33,Repair and installation of machinery and equipment,manufacturing,0.14163488149642944
professional_services,professional_services,professional_services,74,"Other professional, scientific and technical activities",services,0.44059962034225464
professional_services,cleaning_services,cleaning_services,81,Services to buildings and landscape activities,services,0.5565393567085266
professional_services,construction_services,construction_services,41,Construction of buildings,manufacturing,0.5330747365951538
professional_services,lawyer,lawyer,69,Legal and accounting activities,services,0.2529257833957672
professional_services,event_planning,event_planning,93,Sports activities and amusement and recreation activities,services,0.30423998832702637
professional_services,funeral_services_and_cemeteries,funeral_services_and_cemeteries,96,Other personal service activities,services,0.42479825019836426
professional_services,internet_service_provider,internet_service_provider,61,Telecommunications,services,0.3949927091598511
professional_services,it_service_and_computer_repair,it_service_and_computer_repair,95,Repair of computers and personal and household goods,services,0.510002851486206
professional_services,junk_removal_and_hauling,junk_removal_and_hauling,52,Warehousing and support activities for transportation,services,0.3892587423324585
professional_services,laundry_services,laundry_services,96,Other personal service activities,services,0.4981653094291687
professional_services,legal_services,legal_services,69,Legal and accounting activities,services,0.3376769423484802
professional_services,musical_instrument_services,musical_instrument_services,18,Printing and reproduction of recorded media,manufacturing,0.3196495473384857
professional_services,3d_printing_service,3d_printing_service,18,Printing and reproduction of recorded media,manufacturing,0.4709877669811249
professional_services,acoustical_consultant,acoustical_consultant,70,Activities of head offices; management consultancy activities,services,0.22447751462459564
professional_services,adoption_services,adoption_services,98,Undifferentiated goods- and services-producing activities of private households for own use,services,0.30739492177963257
professional_services,advertising_agency,advertising_agency,73,Advertising and market research,services,0.42970171570777893
professional_services,copywriting_service,copywriting_service,18,Printing and reproduction of recorded media,manufacturing,0.3583110570907593
professional_services,internet_marketing_service,internet_marketing_service,63,Information service activities,services,0.40812796354293823
professional_services,merchandising_service,merchandising_service,96,Other personal service activities,services,0.3978705406188965
professional_services,social_media_agency,social_media_agency,63,Information service activities,services,0.276375949382782
professional_services,after_school_program,after_school_program,85,Education,services,0.39287951588630676
professional_services,bank_equipment_service,bank_equipment_service,64,"Financial service activities, except insurance and pension funding",services,0.35581448674201965
professional_services,air_duct_cleaning_service,air_duct_cleaning_service,96,Other personal service activities,services,0.26448872685432434
professional_services,antenna_service,antenna_service,61,Telecommunications,services,0.3637465238571167
professional_services,appliance_repair_service,appliance_repair_service,95,Repair of computers and personal and household goods,services,0.45278096199035645
professional_services,appraisal_services,appraisal_services,81,Services to buildings and landscape activities,services,0.36179298162460327
professional_services,architect,architect,41,Construction of buildings,manufacturing,0.3832279443740845
professional_services,architectural_designer,architectural_designer,71,Architectural and engineering activities; technical testing and analysis,services,0.4516031742095947
professional_services,art_restoration_service,art_restoration_service,81,Services to buildings and landscape activities,services,0.3639076352119446
professional_services,awning_supplier,awning_supplier,46,"Wholesale trade, except of motor vehicles and motorcycles",services,0.2266550064086914
professional_services,bail_bonds_service,bail_bonds_service,64,"Financial service activities, except insurance and pension funding",services,0.27786070108413696
professional_services,bike_repair_maintenance,bike_repair_maintenance,95,Repair of computers and personal and household goods,services,0.4125637412071228
professional_services,billing_services,billing_services,64,"Financial service activities, except insurance and pension funding",services,0.3771269619464874
professional_services,bookbinding,bookbinding,58,Publishing activities,services,0.3381035625934601
professional_services,bookkeeper,bookkeeper,69,Legal and accounting activities,services,0.27596384286880493
professional_services,bus_rentals,bus_rentals,55,Accommodation,services,0.43204256892204285
professional_services,business_consulting,business_consulting,70,Activities of head offices; management consultancy activities,services,0.4874682128429413
professional_services,calligraphy,calligraphy,18,Printing and reproduction of recorded media,manufacturing,0.25815385580062866
professional_services,car_broker,car_broker,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.29039716720581055
professional_services,career_counseling,career_counseling,74,"Other professional, scientific and technical activities",services,0.3111236095428467
professional_services,carpet_dyeing,carpet_dyeing,20,Manufacture of chemicals and chemical products,manufacturing,0.21536290645599365
professional_services,cemeteries,cemeteries,91,"Libraries, archives, museums and other cultural activities",services,0.3173058032989502
professional_services,certification_agency,certification_agency,69,Legal and accounting activities,services,0.3228803277015686
professional_services,child_care_and_day_care,child_care_and_day_care,87,Residential care activities,services,0.4187941253185272
professional_services,clock_repair_service,clock_repair_service,33,Repair and installation of machinery and equipment,manufacturing,0.2779112160205841
professional_services,commercial_printer,commercial_printer,18,Printing and reproduction of recorded media,manufacturing,0.5001881122589111
professional_services,commercial_refrigeration,commercial_refrigeration,36,"Water collection, treatment and supply",manufacturing,0.258872926235199
professional_services,commissioned_artist,commissioned_artist,74,"Other professional, scientific and technical activities",services,0.24410589039325714
professional_services,community_book_boxes,community_book_boxes,58,Publishing activities,services,0.2589523196220398
professional_services,community_gardens,community_gardens,81,Services to buildings and landscape activities,services,0.4523579478263855
professional_services,computer_hardware_company,computer_hardware_company,62,"Computer programming, consultancy and related activities",services,0.3412752151489258
professional_services,courier_and_delivery_services,courier_and_delivery_services,53,Postal and courier activities,services,0.6607191562652588
professional_services,crane_services,crane_services,81,Services to buildings and landscape activities,services,0.4239627420902252
professional_services,customs_broker,customs_broker,99,Activities of extraterritorial organizations and bodies,services,0.30642104148864746
professional_services,delegated_driver_service,delegated_driver_service,79,"Travel agency, tour operator, reservation service and related activities",services,0.17446790635585785
professional_services,diamond_dealer,diamond_dealer,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.25582727789878845
professional_services,digitizing_services,digitizing_services,63,Information service activities,services,0.36112546920776367
professional_services,donation_center,donation_center,94,Activities of membership organizations,services,0.2328864485025406
professional_services,duplication_services,duplication_services,81,Services to buildings and landscape activities,services,0.3151209354400635
professional_services,e_commerce_service,e_commerce_service,63,Information service activities,services,0.399522602558136
professional_services,editorial_services,editorial_services,58,Publishing activities,services,0.4001958966255188
professional_services,elder_care_planning,elder_care_planning,87,Residential care activities,services,0.4345085322856903
professional_services,electrical_consultant,electrical_consultant,70,Activities of head offices; management consultancy activities,services,0.32237881422042847
professional_services,electronics_repair_shop,electronics_repair_shop,95,Repair of computers and personal and household goods,services,0.4558684229850769
professional_services,elevator_service,elevator_service,51,Air transport,services,0.30665531754493713
professional_services,emergency_service,emergency_service,80,Security and investigation activities,services,0.2798115313053131
professional_services,employment_agencies,employment_agencies,78,Employment activities,services,0.6312462687492371
professional_services,engraving,engraving,18,Printing and reproduction of recorded media,manufacturing,0.25653091073036194
professional_services,environmental_abatement_services,environmental_abatement_services,81,Services to buildings and landscape activities,services,0.4739682674407959
professional_services,environmental_testing,environmental_testing,39,Remediation activities and other waste management services,manufacturing,0.28859299421310425
professional_services,farm_equipment_repair_service,farm_equipment_repair_service,33,Repair and installation of machinery and equipment,manufacturing,0.46827954053878784
professional_services,feng_shui,feng_shui,81,Services to buildings and landscape activities,services,0.2518974840641022
professional_services,fingerprinting_service,fingerprinting_service,18,Printing and reproduction of recorded media,manufacturing,0.3267958164215088
professional_services,food_and_beverage_consultant,food_and_beverage_consultant,56,Food and beverage service activities,services,0.38710886240005493
professional_services,forestry_service,forestry_service,02,Forestry and logging,agriculture,0.6356394290924072
professional_services,fortune_telling_service,fortune_telling_service,66,Activities auxiliary to financial service and insurance activities,services,0.27056339383125305
professional_services,furniture_rental_service,furniture_rental_service,31,Manufacture of furniture,manufacturing,0.3901583254337311
professional_services,furniture_repair,furniture_repair,31,Manufacture of furniture,manufacturing,0.5481748580932617
professional_services,furniture_reupholstery,furniture_reupholstery,31,Manufacture of furniture,manufacturing,0.4897245168685913
professional_services,genealogists,genealogists,74,"Other professional, scientific and technical activities",services,0.23079228401184082
professional_services,generator_installation_repair,generator_installation_repair,33,Repair and installation of machinery and equipment,manufacturing,0.2745831608772278
professional_services,goldsmith,goldsmith,23,Manufacture of other non-metallic mineral products,manufacturing,0.19230231642723083
professional_services,graphic_designer,graphic_designer,74,"Other professional, scientific and technical activities",services,0.3187561333179474
professional_services,gunsmith,gunsmith,25,"Manufacture of fabricated metal products, except machinery and equipment",manufacturing,0.11449313163757324
professional_services,hazardous_waste_disposal,hazardous_waste_disposal,38,"Waste collection, treatment and disposal activities; materials recovery",manufacturing,0.6047958135604858
professional_services,hydraulic_repair_service,hydraulic_repair_service,36,"Water collection, treatment and supply",manufacturing,0.3639058470726013
professional_services,hydro_jetting,hydro_jetting,36,"Water collection, treatment and supply",manufacturing,0.2731824219226837
professional_services,ice_supplier,ice_supplier,36,"Water collection, treatment and supply",manufacturing,0.3547242283821106
professional_services,immigration_assistance_services,immigration_assistance_services,82,"Office administrative, office support and other business support activities",services,0.268122136592865
professional_services,indoor_landscaping,indoor_landscaping,81,Services to buildings and landscape activities,services,0.4711873531341553
professional_services,jewelry_repair_service,jewelry_repair_service,95,Repair of computers and personal and household goods,services,0.314601868391037
professional_services,junkyard,junkyard,52,Warehousing and support activities for transportation,services,0.21245165169239044
professional_services,knife_sharpening,knife_sharpening,08,Other mining and quarrying,manufacturing,0.180868461728096
professional_services,laboratory,laboratory,36,"Water collection, treatment and supply",manufacturing,0.2910849452018738
professional_services,lawn_mower_repair_service,lawn_mower_repair_service,81,Services to buildings and landscape activities,services,0.3578028380870819
professional_services,life_coach,life_coach,75,Veterinary activities,services,0.19914928078651428
professional_services,lottery_ticket,lottery_ticket,92,Gambling and betting activities,services,0.3821954131126404
professional_services,machine_and_tool_rentals,machine_and_tool_rentals,77,Rental and leasing activities,services,0.45847898721694946
professional_services,machine_shop,machine_shop,95,Repair of computers and personal and household goods,services,0.32807618379592896
professional_services,mailbox_center,mailbox_center,53,Postal and courier activities,services,0.28730228543281555
professional_services,marketing_agency,marketing_agency,73,Advertising and market research,services,0.35266703367233276
professional_services,matchmaker,matchmaker,09,Mining support service activities,manufacturing,0.1789383739233017
professional_services,mediator,mediator,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.25901806354522705
professional_services,metal_detector_services,metal_detector_services,09,Mining support service activities,manufacturing,0.37346941232681274
professional_services,misting_system_services,misting_system_services,81,Services to buildings and landscape activities,services,0.32097694277763367
professional_services,mobility_equipment_services,mobility_equipment_services,52,Warehousing and support activities for transportation,services,0.39235249161720276
professional_services,mooring_service,mooring_service,09,Mining support service activities,manufacturing,0.3347255289554596
professional_services,music_production_services,music_production_services,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.37591999769210815
professional_services,nanny_services,nanny_services,96,Other personal service activities,services,0.44237732887268066
professional_services,notary_public,notary_public,64,"Financial service activities, except insurance and pension funding",services,0.33917662501335144
professional_services,package_locker,package_locker,36,"Water collection, treatment and supply",manufacturing,0.19773393869400024
professional_services,packaging_contractors_and_service,packaging_contractors_and_service,53,Postal and courier activities,services,0.35681235790252686
professional_services,patent_law,patent_law,12,Manufacture of tobacco products,manufacturing,0.2113712877035141
professional_services,payroll_services,payroll_services,69,Legal and accounting activities,services,0.3744061589241028
professional_services,personal_assistant,personal_assistant,96,Other personal service activities,services,0.3444807529449463
professional_services,pest_control_service,pest_control_service,81,Services to buildings and landscape activities,services,0.32254019379615784
professional_services,powder_coating_service,powder_coating_service,25,"Manufacture of fabricated metal products, except machinery and equipment",manufacturing,0.22824203968048096
professional_services,printing_services,printing_services,18,Printing and reproduction of recorded media,manufacturing,0.6210106611251831
professional_services,private_investigation,private_investigation,80,Security and investigation activities,services,0.5138828754425049
professional_services,product_design,product_design,31,Manufacture of furniture,manufacturing,0.36271628737449646
professional_services,propane_supplier,propane_supplier,09,Mining support service activities,manufacturing,0.24449262022972107
professional_services,public_adjuster,public_adjuster,36,"Water collection, treatment and supply",manufacturing,0.17615506052970886
professional_services,public_relations,public_relations,73,Advertising and market research,services,0.3510037064552307
professional_services,record_label,record_label,18,Printing and reproduction of recorded media,manufacturing,0.3426048457622528
professional_services,recording_and_rehearsal_studio,recording_and_rehearsal_studio,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.4123743772506714
professional_services,recycling_center,recycling_center,39,Remediation activities and other waste management services,manufacturing,0.5132043361663818
professional_services,sandblasting_service,sandblasting_service,09,Mining support service activities,manufacturing,0.3398200273513794
professional_services,screen_printing_t_shirt_printing,screen_printing_t_shirt_printing,18,Printing and reproduction of recorded media,manufacturing,0.44442862272262573
professional_services,security_services,security_services,80,Security and investigation activities,services,0.613979697227478
professional_services,septic_services,septic_services,37,Sewerage,manufacturing,0.4364352226257324
professional_services,shipping_center,shipping_center,53,Postal and courier activities,services,0.32408493757247925
professional_services,shoe_repair,shoe_repair,95,Repair of computers and personal and household goods,services,0.39321595430374146
professional_services,shoe_shining_service,shoe_shining_service,96,Other personal service activities,services,0.30367010831832886
professional_services,shredding_services,shredding_services,96,Other personal service activities,services,0.35306310653686523
professional_services,sign_making,sign_making,90,"Creative, arts and entertainment activities",services,0.17597085237503052
professional_services,snow_removal_service,snow_removal_service,81,Services to buildings and landscape activities,services,0.3007763624191284
professional_services,snuggle_service,snuggle_service,96,Other personal service activities,services,0.21122519671916962
professional_services,software_development,software_development,62,"Computer programming, consultancy and related activities",services,0.3956955671310425
professional_services,talent_agency,talent_agency,78,Employment activities,services,0.24397827684879303
professional_services,taxidermist,taxidermist,53,Postal and courier activities,services,0.2024090588092804
professional_services,telephone_services,telephone_services,61,Telecommunications,services,0.4408503770828247
professional_services,tenant_and_eviction_law,tenant_and_eviction_law,77,Rental and leasing activities,services,0.18939459323883057
